"ten_quan","dia_chi","so_dien_thoai","rating","gio_mo_cua","lat","lon","gia_trung_binh","thuc_don","hinh_anh","data_id","khau_vi","mo_ta"
"Cơm Tấm Lộc Sơn - Nguyễn Công Trứ","113 Nguyễn Công Trứ, Phường 19, Bình Thạnh, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 919 002 050","4.9","Đang mở cửa ⋅ Đóng cửa lúc 20:00","10.792906","106.7103379","1-100.000 ₫","images/73.1.png;images/73.2.png;images/73.3.png","images/73.png","0x3175292a315afec5:0xaaa7766bbfccb81","mặn",""
"Cơm Tấm Cống Quỳnh","25 Đ. Cống Quỳnh, Phường Nguyễn Cư Trinh, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","+84 922 499 449","4.6","Đang mở cửa ⋅ Đóng cửa lúc 15:00","10.7635071","106.6903182","1-100.000 ₫","images/74.1.png;images/74.2.png;images/74.3.png","images/74.png","0x31752f8423a9bb7d:0x1b58ef34ead95aba","mặn",""
"Cơm tấm Sao Mai","852 Trường Sa, Phường 14, Quận 3, Thành phố Hồ Chí Minh, Việt Nam","+84 988 885 969","4.3","Đang mở cửa ⋅ Đóng cửa lúc 21:30","10.7869259","106.6823698","1-100.000 ₫","images/75.1.png;images/75.2.png;images/75.3.png","images/75.png","0x31752f0b6dc4cd01:0xf3c46e8bab43778f","mặn",""
"Cơm Tấm Hậu - Nguyễn Thái Học","43 Nguyễn Thái Học, Phường Cầu Ông Lãnh, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","+84 904 089 692","4.7","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.7657677","106.6965094","1-100.000 ₫","images/76.1.png;images/76.2.png;images/76.3.png","images/76.png","0x31752f002a11f89f:0x6f5093b7a1c00f49","mặn",""
"Cơm Tấm Sườn 30K","2 Đề Thám, Phường Cầu Ông Lãnh, Quận 1, Thành phố Hồ Chí Minh 70000, Việt Nam","+84 565 055 555","4.9","Đang mở cửa ⋅ Đóng cửa lúc 15:00","10.7628975","106.6961799","","images/77.1.png;images/77.2.png;images/77.3.png","images/77.png","0x31752f5ffc802cc7:0x88aee9bc8fca1e9b","mặn",""
"Quán Cơm Tấm Quỳnh","146 Lý Chính Thắng, Phường 14, Quận 3, Thành phố Hồ Chí Minh, Việt Nam","+84 28 6688 1858","4.3","Đang mở cửa ⋅ Đóng cửa lúc 21:00","10.7866287","106.6844835","1-100.000 ₫","images/78.1.png;images/78.2.png","images/78.png","0x31752f2c4fafa9ef:0x53acf116e5842d6","mặn",""
"Cơm Tấm Sà Bì Chưởng - Trần Bình Trọng","179 Đường Trần Bình Trọng, Phường 2, Quận 5, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 971 095 261","4.7","Đang mở cửa ⋅ Đóng cửa lúc 21:00","10.758552","106.6804491","1-100.000 ₫","images/79.1.png;images/79.2.png;images/79.3.png","images/79.png","0x31752f8438b1e4d9:0x5ccf45ed9954be68","mặn",""
"Cơm Tấm Ngon Sài Gòn","031 Lô J, CC Đ. Nguyễn Thiện Thuật, Phường 1, Quận 3, Thành phố Hồ Chí Minh, Việt Nam","+84 909 404 052","4.6","Đang mở cửa ⋅ Đóng cửa lúc 14:30","10.7698318","106.6771115","1-100.000 ₫","images/80.1.png;images/80.2.png;images/80.3.png","images/80.png","0x31752f51fbd26543:0x51f16da433a54743","mặn",""
"Cơm Tấm Hẻm 33","33/16 Đ. Nguyễn Đình Chính, Phường 15, Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam","+84 933 616 230","4.4","Đã đóng cửa ⋅ Mở lúc 17:30","10.7963609","106.679965","1-100.000 ₫","images/81.1.png;images/81.2.png;images/81.3.png","images/81.png","0x317528d68553a7bb:0x32a428f17fdf663d","mặn",""
"Cơm Tấm 32","phường 19, Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam","","4.8","Đang mở cửa ⋅ Đóng cửa lúc 21:00","10.7943259","106.7094859","1-100.000 ₫","images/82.1.png;images/82.2.png;images/82.3.png","images/82.png","0x317528b1885ea589:0x3f89ec878a862dec","mặn",""
"Cơm tấm hẻm","463B/9 Cách Mạng Tháng Tám, Phường 13, Quận 10, Thành phố Hồ Chí Minh, Việt Nam","","4.8","Đã đóng cửa ⋅ Mở lúc 6:00 Th 6","10.7810503","106.6735641","","images/83.1.png;images/83.2.png;images/83.3.png","images/83.png","0x31752ed79f5e27b7:0xd9fa56dfaab1d292","mặn",""
"Cơm Tấm Phương","26 Đ. Hồ Biểu Chánh, Phường 11, Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam","+84 933 621 268","4.6","Đã đóng cửa ⋅ Mở lúc 6:00 Th 6","10.793486","106.6763646","1-100.000 ₫","images/84.1.png;images/84.2.png;images/84.3.png","images/84.png","0x317528d584122ed5:0x1a17825b7f1cc74d","mặn",""
"Cơm Tấm Long Xuyên BB","453/77E1 Đ. Lê Văn Sỹ, Phường 12, Quận 3, Thành phố Hồ Chí Minh 70000, Việt Nam","+84 962 708 401","4.9","Đã đóng cửa ⋅ Mở lúc 7:00 Th 6","10.7882796","106.6727801","1-100.000 ₫","images/85.1.png;images/85.2.png;images/85.3.png","images/85.png","0x31752f0ef5421de9:0x6641bd7f566a61e6","mặn",""
"Cơm Tấm Dũng","5 Nguyễn Xuân Ôn, Phường 2, Bình Thạnh, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 28 3510 3355","4.8","Đã đóng cửa ⋅ Mở lúc 5:30 Th 6","10.7990215","106.7000033","","images/86.1.png;images/86.2.png;images/86.3.png","images/86.png","0x317528b7e248a39f:0x95e536ed3fca29c","mặn",""
"Cơm tấm Diễm","79/92 Đ. Trần Văn Đang, Phường 11, Quận 3, Thành phố Hồ Chí Minh, Việt Nam","+84 28 3935 1335","4.7","Đã đóng cửa ⋅ Mở lúc 6:00 Th 6","10.7848216","106.6755724","1-100.000 ₫","images/87.1.png;images/87.2.png","images/87.png","0x31752f562a304d5b:0x444d84ce8af1b2b6","mặn",""
"Cơm Tấm Trần Quý Cáp","260 Võ Văn Tần, Phường 5, Quận 3, Thành phố Hồ Chí Minh, Việt Nam","+84 28 3839 4659","4.0","Đang mở cửa ⋅ Đóng cửa lúc 15:00","10.7723107","106.6861794","1-100.000 ₫","images/88.1.png;images/88.2.png;images/88.3.png","images/88.png","0x31752f2314baa5f7:0x2d1b112fee9517a6","mặn",""
"Cơm Tấm Út Lùn","228 Điện Biên Phủ, Phường 17, Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam","+84 903 232 613","4.9","Sắp đóng cửa ⋅ 14:00 ⋅ Mở lúc 6:00 Th 6","10.7984826","106.7057869","1-100.000 ₫","images/89.1.png;images/89.2.png;images/89.3.png","images/89.png","0x3175296d72aa296b:0xa6bead5acbe711b9","mặn",""
"Cơm tấm Hiển Mập - Quán cơm tấm Bình Thạnh","246 Đ. Bùi Hữu Nghĩa, Phường 02, Bình Thạnh, Thành phố Hồ Chí Minh 00084, Việt Nam","+84 934 040 285","4.2","Đang mở cửa ⋅ Đóng cửa lúc 21:00","10.798517","106.699283","1-100.000 ₫","images/90.1.png;images/90.2.png;images/90.3.png","images/90.png","0x317529aa34aacaf7:0xc3f8fd027a8fc787","mặn",""
"Cơm Tấm Bụi Sài Gòn","100 Thạch Thị Thanh, Phường Tân Định, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","+84 28 6675 5476","3.9","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.7909414","106.6914856","1-100.000 ₫","images/91.1.png;images/91.2.png;images/91.3.png","images/91.png","0x317528ccdd844d7b:0x98348ff541222412","mặn",""
"Cơm Tấm Mười","294/35 Xô Viết Nghệ Tĩnh, Phường 19, Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam","+84 905 414 111","4.5","Đã đóng cửa ⋅ Mở lúc 17:00","10.8003169","106.7124298","1-100.000 ₫","images/92.1.png;images/92.2.png;images/92.3.png","images/92.png","0x317529e54e87e99f:0xf937df891b1841ef","mặn",""
"Cơm tấm Sương (hẻm 462 Nguyễn Tri Phương)","Hẻm 462 Nguyễn Tri Phương, Phường 9, Quận 10, Thành phố Hồ Chí Minh, Việt Nam","","4.8","Đã đóng cửa ⋅ Mở lúc 16:00","10.7660527","106.667736","1-100.000 ₫","images/93.1.png;images/93.2.png","images/93.png","0x31752fd792d14fc9:0x791bf2072f91081","mặn",""
"Cơm Tấm Phúc Lộc Thọ - Lý Thường Kiệt","144 Đ. Lý Thường Kiệt, Phường 14, Quận 10, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 908 209 569","4.4","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.7641046","106.6600917","1-100.000 ₫","images/94.1.png;images/94.2.png","images/94.png","0x31752f2cd11d720b:0x7c2a7e600142224a","mặn",""
"Cơm Tấm Hồng Phát","570A Đ. Hồng Bàng, Phường 16, Quận 11, Thành phố Hồ Chí Minh, Việt Nam","","4.4","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.7540835","106.646125","1-100.000 ₫","images/95.1.png;images/95.2.png;images/95.3.png","images/95.png","0x31752f4ff4b09c13:0x1af6eed12ea4ab5d","mặn",""
"Cơm Tấm 229 Vĩnh Viễn","229 Vĩnh Viễn, Phường 4, Quận 10, Thành phố Hồ Chí Minh, Việt Nam","+84 932 495 987","4.3","Đang mở cửa ⋅ Đóng cửa lúc 21:00","10.7639244","106.6689676","1-100.000 ₫","images/96.1.png;images/96.2.png;images/96.3.png","images/96.png","0x31752ee1415a23d7:0xbf3929ae27fff045","mặn",""
"Cơm Tấm Bà Già","122 Đ. Minh Phụng, Phường 2, Quận 6, Thành phố Hồ Chí Minh 700000, Việt Nam","","4.8","Đang mở cửa ⋅ Đóng cửa lúc 21:00","10.7502202","106.6425547","","images/97.1.png","images/97.png","0x31752e88405c0001:0xf09515070892dc37","mặn",""
"Cơm tấm Út","6Y Đ. Hưng Phú, Khu Phố 2, Quận 8, Thành phố Hồ Chí Minh, Việt Nam","","4.8","Đang mở cửa ⋅ Đóng cửa lúc 2:00","10.7454975","106.6690671","1-100.000 ₫","images/98.1.png;images/98.2.png;images/98.3.png","images/98.png","0x31752f21bb7beab7:0xfda9bdb7daedd992","mặn",""
"Quán Cơm Tấm 95","95 Lò Siêu, Phường 16, Quận 11, Thành phố Hồ Chí Minh, Việt Nam","+84 906 766 322","4.2","Đang mở cửa ⋅ Đóng cửa lúc 23:00","10.7558551","106.6484698","1-100.000 ₫","images/99.1.png;images/99.2.png;images/99.3.png","images/99.png","0x31752e8c4630360f:0x42dfe3d4f0e5baa2","mặn",""
"Cơm Tấm Cô Hoa","306 Lãnh Binh Thăng, Phường 8, Quận 11, Thành phố Hồ Chí Minh, Việt Nam","+84 28 3962 6188","4.0","Đang mở cửa ⋅ Đóng cửa lúc 21:00","10.7646069","106.648293","1-100.000 ₫","images/100.1.png;images/100.2.png;images/100.3.png","images/100.png","0x31752e93f355748d:0x20f33137ba76bdd7","mặn",""
"Cơm tấm Ngon","494 Đ. Hưng Phú, Phường Hưng Phú, Quận 8, Thành phố Hồ Chí Minh, Việt Nam","","4.3","Đang mở cửa ⋅ Đóng cửa lúc 21:00","10.7470133","106.6719573","","images/101.1.png;images/101.2.png;images/101.3.png","images/101.png","0x31752e558b1d22c1:0xee33ec5c433d21f5","mặn",""
"Cơm Tấm Bình Dân 354","354 Lê Hồng Phong, Phường 1, Quận 10, Thành phố Hồ Chí Minh, Việt Nam","+84 28 3832 1286","4.8","Đang mở cửa ⋅ Đóng cửa lúc 18:00","10.7635018","106.6760768","","images/102.1.png;images/102.2.png;images/102.3.png","images/102.png","0x31752f70ebbb3711:0x5bbfd13f5b4af81f","mặn",""
"Cơm Tấm Thuận Phát","227 Liên Tỉnh 5, Phường 6, Quận 8, Thành phố Hồ Chí Minh, Việt Nam","+84 983 987 673","5.0","Đang mở cửa ⋅ Đóng cửa lúc 16:00","10.736118","106.6573031","","images/103.1.png;images/103.2.png","images/103.png","0x31752f4fa0eaea4d:0xeefe715d5ffb40fb","mặn",""
"Cơm tấm 419","417 An Dương Vương, Phường 2, Quận 5, Thành phố Hồ Chí Minh, Việt Nam","","4.0","Đang mở cửa ⋅ Đóng cửa lúc 20:30","10.7584187","106.677016","1-100.000 ₫","images/104.1.png;images/104.2.png;images/104.3.png;images/104.4.png;images/104.5.png","images/104.png","0x31752f26a2cd8bf3:0x2cc5e4cf1473e52f","mặn",""
"Cơm tấm 867 đường Ba Đình","867 Đ. Ba Đình, Phường Hưng Phú, Quận 8, Thành phố Hồ Chí Minh, Việt Nam","","4.5","Đang mở cửa ⋅ Đóng cửa lúc 19:00","10.746782","106.6648931","1-100.000 ₫","images/105.1.png;images/105.2.png;images/105.3.png","images/105.png","0x31752f95f657be5b:0xd5cb8912af7260d","mặn",""
"Cơm tấm cô Lệ","202/2 Đ. Nguyễn Duy Dương, Phường 2, Quận 10, Thành phố Hồ Chí Minh, Việt Nam","+84 353 079 460","4.5","Đang mở cửa ⋅ Đóng cửa lúc 20:00","10.7610779","106.6704894","","images/106.1.png;images/106.2.png;images/106.3.png","images/106.png","0x31752f10c70ac88d:0x26c1237ba7a07ecd","mặn",""
"Cơm tấm Phúc Lộc Thọ - An Dương Vương","301B An Dương Vương, Phường 2, Quận 5, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 901 829 569","4.2","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.759671","106.679988","1-100.000 ₫","images/107.1.png;images/107.2.png;images/107.3.png","images/107.png","0x31752f7105f845cf:0x2d0c6c26a049ef0a","mặn",""
"Cơm tấm Tài 476 Nguyễn Tri Phương (Tai Broken Rice Restaurant)","476 Nguyễn Tri Phương, Phường 9, Quận 10, Thành phố Hồ Chí Minh, Việt Nam","+84 981 828 809","4.3","Đã đóng cửa ⋅ Mở lúc 17:00","10.766863","106.6674635","1-100.000 ₫","images/108.1.png;images/108.2.png;images/108.3.png","images/108.png","0x31752f5ba9b7ffed:0x5936eddfb405ee22","mặn",""
"Cơm tấm Ngô Quyền | Cơm Tấm Ngon Quận 5","Trần Hưng Đạo/218 B, Phường 11, Quận 5, Thành phố Hồ Chí Minh, Việt Nam","+84 909 542 017","4.4","Sắp đóng cửa ⋅ 14:00 ⋅ Mở lúc 7:00 Th 6","10.7526031","106.6660091","1-100.000 ₫","images/109.1.png;images/109.2.png","images/109.png","0x31752f6fd7451211:0x2d939bebd15cbd8f","mặn",""
"Cơm tấm Hoàng Gia","57 Đ. Bửu Đình, Phường 2, Quận 6, Thành phố Hồ Chí Minh, Việt Nam","+84 28 3969 4300","4.0","Đang mở cửa ⋅ Đóng cửa lúc 15:00","10.7490815","106.6448068","100-200 N ₫","images/110.1.png;images/110.2.png;images/110.3.png","images/110.png","0x31752f122b0e6987:0x2c7d02bfc28a885f","mặn",""
"Mì cay Sasin 301 Trần Hưng Đạo","301 Trần Hưng Đạo, Phường Cô Giang, Quận 1, Thành phố Hồ Chí Minh 70000, Việt Nam","+84 1900 0131","4.9","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.7624599","106.6907704","1-100.000 ₫","images/111.1.png;images/111.2.png;images/111.3.png","images/111.png","0x31752f483b071565:0x3139a4c21bce9b42","cay",""
"Mì cay Sasin 101-103 Nguyễn Thái Học","101 Nguyễn Thái Học, Phường Cầu Ông Lãnh, Quận 1, Thành phố Hồ Chí Minh 700900, Việt Nam","+84 934 074 137","4.6","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.767277","106.695574","1-100.000 ₫","images/112.1.png;images/112.2.png;images/112.3.png","images/112.png","0x31752f0018f723cd:0x939f7cd3fce07b49","cay",""
"Mì cay Sasin Cao Thắng","71 Cao Thắng, Phường 3, Quận 3, Thành phố Hồ Chí Minh 72417, Việt Nam","+84 936 007 031","4.9","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.7714083","106.6802516","1-100.000 ₫","images/113.1.png;images/113.2.png;images/113.3.png","images/113.png","0x31752f3188e6af25:0x2b059f96a350286e","cay",""
"Mì Cay Sasin An Dương Vương","292a An Dương Vương, Phường 4, Quận 5, Thành phố Hồ Chí Minh, Việt Nam","+84 328 941 144","4.3","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.7602406","106.6805805","1-100.000 ₫","images/114.1.png;images/114.2.png;images/114.3.png;images/114.4.png","images/114.png","0x31752f6e5547ac1f:0x51ad3793b7c74c8c","cay",""
"Tiệm Mì Tươi ( Mỳ Cay)","213 Nguyễn Văn Cừ, Phường 4, Quận 5, Thành phố Hồ Chí Minh 900000, Việt Nam","+84 936 585 960","4.7","Đang mở cửa ⋅ Đóng cửa lúc 1:00","10.7614301","106.6830116","1-100.000 ₫","images/115.1.png;images/115.2.png;images/115.3.png;images/115.4.png","images/115.png","0x31752f770ae8b823:0xcfca03a14eac9998","cay",""
"Mì cay Sasin 324 An Dương Vương","324 An Dương Vương, Phường 4, Quận 5, Thành phố Hồ Chí Minh, Việt Nam","","4.7","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.7599133","106.6795308","1-100.000 ₫","images/116.1.png;images/116.2.png","images/116.png","0x31752f007a359d71:0xa277d04ec5cd04ea","cay",""
"Mì Cay Seoul Hoàng Diệu Quận 4","78 Hoàng Diệu, Phường 13, Quận 4, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 971 125 791","3.9","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.764409","106.704863","1-100.000 ₫","images/117.1.png;images/117.2.png;images/117.3.png","images/117.png","0x31752fa546bf2061:0x3c260d4c32764b2c","cay",""
"Mì Cay Ngõ Quận 1","11 Cô Bắc, Phường Cô Giang, Quận 1, Thành phố Hồ Chí Minh 70000, Việt Nam","","4.8","","10.7656462","106.6958664","","images/118.1.png;images/118.2.png;images/118.3.png","images/118.png","0x31752f15ba23074b:0xc78e4a4f2eb4669f","cay",""
"Mì Cay Sasin 183 Phan Xích Long","183 Phan Xích Long, Phường 2, Phú Nhuận, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 766 612 538","4.8","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.7981647","106.6878797","1-100.000 ₫","images/119.1.png;images/119.2.png;images/119.3.png","images/119.png","0x3175290043d6a659:0x3a7512aad162894a","cay",""
"Mì cay Asan Trần Hưng Đạo","831 Trần Hưng Đạo, Phường 1, Quận 5, Thành phố Hồ Chí Minh, Việt Nam","+84 1900 0378","4.5","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.7549531","106.6804932","1-100.000 ₫","images/120.1.png;images/120.2.png;images/120.3.png","images/120.png","0x31752fc0a2370f9d:0xd6d691f8574461a8","cay",""
"SaSin Mì Cay 7 Cấp Độ Hàn Quốc - Hoa Phượng","15a Đ. Hoa Phượng, Phường 2, Phú Nhuận, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 706 369 679","3.2","Đang mở cửa ⋅ Đóng cửa lúc 23:00","10.7972642","106.6868583","1-100.000 ₫","images/121.1.png;images/121.2.png;images/121.3.png","images/121.png","0x3175292940354c07:0xce5710953ba72b91","cay",""
"Mì Cay The Haesan- Trần Quang Diệu","108/8F Trần Quang Diệu, Phường 14, Quận 3, Thành phố Hồ Chí Minh, Việt Nam","","4.2","Mở cả ngày","10.7898161","106.6788016","","images/122.1.png","images/122.png","0x31752f0051e5468d:0x6fcea839a0cfb6b1","cay",""
"Mì Cay Má Huệ","291/17 Võ Văn Tần, Phường 5, Quận 3, Thành phố Hồ Chí Minh, Việt Nam","+84 901 443 900","5.0","Đang mở cửa ⋅ Đóng cửa lúc 20:00","10.7718716","106.6861984","","","images/123.png","0x31752f000e7f5c61:0x5084ab7cefd3c8c3","cay",""
"Mỳ Cay NooDrama","Đ. Lê Văn Sỹ, Phường 12, Quận 3, Thành phố Hồ Chí Minh 70000, Việt Nam","+84 796 104 896","5.0","Đang mở cửa ⋅ Đóng cửa lúc 0:00","10.7869974","106.6761178","1-100.000 ₫","images/124.1.png;images/124.2.png;images/124.3.png","images/124.png","0x31752f379afe06b5:0x45617687844fdd44","cay",""
"Sasin - Mì cay Hàn Quốc","11 Nguyễn Gia Trí, Phường 25, Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam","+84 328 940 011","4.6","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.8018716","106.7153167","1-100.000 ₫","images/125.1.png;images/125.2.png;images/125.3.png","images/125.png","0x317528a5add50bef:0x95f5b8e111b129e2","cay",""
"YUI - Mì cay & Trà sữa","Nguyễn Thái Học/183 Chợ Cầu Muối, Phường Cầu Ông Lãnh, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","+84 933 562 978","4.9","Đã đóng cửa ⋅ Mở lúc 16:00","10.7650902","106.6969476","1-100.000 ₫","images/126.1.png;images/126.2.png;images/126.3.png","images/126.png","0x31752fb2ba44a55f:0x3e16fd09e56b4c16","cay, ngọt, đắng",""
"Bún Thái - Mì Cay Linh","68 Nguyễn Công Trứ, Phường 19, Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam","+84 909 668 033","4.5","Đang mở cửa ⋅ Đóng cửa lúc 20:00","10.7919301","106.7101434","1-100.000 ₫","images/127.1.png;images/127.2.png;images/127.3.png","images/127.png","0x31752955b4c72037:0x7a79af64dd080d2","cay, mặn",""
"Mì Cay Hachi An Dương Vương","378 An Dương Vương, Phường 4, Quận 5, Thành phố Hồ Chí Minh 70000, Việt Nam","+84 909 012 224","3.3","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.7594188","106.6784919","1-100.000 ₫","images/128.1.png;images/128.2.png;images/128.3.png","images/128.png","0x31752f7b18315d41:0x61c93d5d24b6378c","cay",""
"MÌ CAY SASIN NGUYỄN TRI PHƯƠNG","294 Nguyễn Tri Phương, Phường 4, Quận 10, Thành phố Hồ Chí Minh 75000, Việt Nam","+84 328 940 044","4.5","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.762634","106.668471","1-100.000 ₫","images/129.1.png;images/129.2.png;images/129.3.png","images/129.png","0x31752f4a654ae663:0x2a5a6646d757faf4","cay",""
"Tiệm mì cay Abe","947 Hoàng Sa, Phường 11, Quận 3, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 902 939 306","5.0","Đang mở cửa ⋅ Đóng cửa lúc 21:00","10.7863236","106.6744151","","images/130.1.png;images/130.2.png","images/130.png","0x31752ff312b7907d:0x7f5f9b8984a5d0f8","cay",""
